timestr,cell,temperature,dewpoint,CAPE,winddir,windspeed,spread
2021-06-04 12:54:24,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 12:58:40,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:05:04,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:09:20,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:13:36,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:20:00,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:24:16,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:28:32,10,23.3799991607666,14.859999656677246,149.0,206.56504821777344,2.4149534702301025,8.519999504089355
2021-06-04 13:34:56,10,23.149999618530273,14.90999984741211,274.0,191.3099365234375,5.506940841674805,8.239999771118164
2021-06-04 13:39:12,10,23.100000381469727,14.479999542236328,280.0,211.6074981689453,5.495161056518555,8.620000839233398
2021-06-04 09:44:32,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 09:48:48,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 09:55:12,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 09:59:28,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:03:44,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:10:08,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:14:24,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:18:40,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:25:04,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:29:20,8,23.440000534057617,16.290000915527344,529.0,296.5650634765625,7.2448601722717285,7.149999618530273
2021-06-04 10:33:36,8,24.139999389648438,15.369999885559082,684.0,329.0362548828125,2.099142551422119,8.769999504089355
